일자|시간|구분,공급량
2019-03-10 08 B,1291.2952493181806
2019-03-10 09 B,1436.8527341112017
2019-03-10 10 B,1477.3312302373938
2019-03-10 11 B,1445.4898677593721
2019-03-10 12 B,1264.0786625055293
2019-03-10 13 B,1151.0217897504394
2019-03-10 14 B,1095.6297602013442
2019-03-10 15 B,1015.3686124347531
2019-03-10 16 B,989.2527316670436
2019-03-10 17 B,1053.979670913858
2019-03-10 18 B,1188.390893810804
2019-03-10 19 B,1538.4174638021218
2019-03-10 20 B,1683.5192294233557
2019-03-10 21 B,1680.406311137343
2019-03-10 22 B,1590.9502787510587
2019-03-10 23 B,1465.8665206650874
2019-03-10 24 B,1343.5687609657464
2019-03-11 01 B,1132.71008932685
2019-03-11 02 B,941.326098869911
2019-03-11 03 B,860.8182438890824
2019-03-11 04 B,941.5623352774357
2019-03-11 05 B,1126.9196708508375
2019-03-11 06 B,1217.0849743633494
2019-03-11 07 B,1575.7097607253636
2019-03-11 08 B,2021.6681366558714
2019-03-11 09 B,1938.7803613517492
2019-03-11 10 B,1693.7247924607439
2019-03-11 11 B,1555.4697173465806
2019-03-11 12 B,1350.1377737613905
2019-03-11 13 B,1235.9849689257965
2019-03-11 14 B,1159.3610338395906
2019-03-11 15 B,1030.9511567319812
2019-03-11 16 B,991.3873810485829
2019-03-11 17 B,1029.3839541850411
2019-03-11 18 B,1157.3734119001545
2019-03-11 19 B,1520.4592484049322
2019-03-11 20 B,1733.8272652297549
2019-03-11 21 B,1753.705226879316
2019-03-11 22 B,1739.0235512019797
2019-03-11 23 B,1615.551439700587
2019-03-11 24 B,1488.8783801126356
2019-03-12 01 B,1242.804146269722
2019-03-12 02 B,999.6106083404859
2019-03-12 03 B,904.226904599478
2019-03-12 04 B,966.652956560934
2019-03-12 05 B,1136.3759061752044
2019-03-12 06 B,1216.3816742574368
2019-03-12 07 B,1538.1733276862776
2019-03-12 08 B,1991.1431725412417
2019-03-12 09 B,1936.0300409176855
2019-03-12 10 B,1706.7672280183901
2019-03-12 11 B,1584.7849750448584
2019-03-12 12 B,1388.4911841732333
2019-03-12 13 B,1274.5319635679907
2019-03-12 14 B,1217.6421351648733
2019-03-12 15 B,1103.351209279952
2019-03-12 16 B,1071.016031472824
2019-03-12 17 B,1119.2904967829413
2019-03-12 18 B,1245.519812827721
2019-03-12 19 B,1560.4328572962977
2019-03-12 20 B,1719.4166715148317
2019-03-12 21 B,1739.8180054470292
2019-03-12 22 B,1731.8624719382512
2019-03-12 23 B,1605.1377518572413
2019-03-12 24 B,1494.2178440093144
2019-03-13 01 B,1255.0754510947636
2019-03-13 02 B,1007.7974895170092
2019-03-13 03 B,909.2376228629212
2019-03-13 04 B,969.1707578947543
2019-03-13 05 B,1141.556189828834
2019-03-13 06 B,1191.2458564985604
2019-03-13 07 B,1491.7140058823074
2019-03-13 08 B,1929.839642227126
2019-03-13 09 B,1842.993651960253
2019-03-13 10 B,1628.5061975322346
2019-03-13 11 B,1531.591284668967
2019-03-13 12 B,1346.5677248968111
2019-03-13 13 B,1239.2020822493864
2019-03-13 14 B,1177.538521219256
2019-03-13 15 B,1076.31589926459
2019-03-13 16 B,1049.2388825332562
2019-03-13 17 B,1093.940986449698
2019-03-13 18 B,1213.3142788743885
2019-03-13 19 B,1509.6958834493903
2019-03-13 20 B,1659.6158711036383
2019-03-13 21 B,1671.935790873843
2019-03-13 22 B,1659.7695951274004
2019-03-13 23 B,1538.4805524587644
2019-03-13 24 B,1420.7604523924647
2019-03-14 01 B,1198.0115693072523
2019-03-14 02 B,958.865031870173
2019-03-14 03 B,864.5423804422718
2019-03-14 04 B,928.5271082571985
2019-03-14 05 B,1099.5819713025417
2019-03-14 06 B,1159.512421214907
2019-03-14 07 B,1481.5807960825518
2019-03-14 08 B,1914.8112377015348
2019-03-14 09 B,1825.124721247675
2019-03-14 10 B,1590.6658097392892
2019-03-14 11 B,1481.010197415027
2019-03-14 12 B,1297.8275225356524
2019-03-14 13 B,1190.3509709110212
2019-03-14 14 B,1132.1140581526674
2019-03-14 15 B,1017.5200064690598
2019-03-14 16 B,986.3406598795377
2019-03-14 17 B,1040.1247824719735
2019-03-14 18 B,1197.387248776056
2019-03-14 19 B,1507.8838492006441
2019-03-14 20 B,1673.6655938637252
2019-03-14 21 B,1691.2494909857455
2019-03-14 22 B,1687.5621126928495
2019-03-14 23 B,1581.8662357415215
2019-03-14 24 B,1461.093477107691
2019-03-15 01 B,1234.2126939784698
2019-03-15 02 B,997.3275988101748
2019-03-15 03 B,895.1839813192757
2019-03-15 04 B,946.706872693055
2019-03-15 05 B,1113.0486698989541
2019-03-15 06 B,1172.5212922325018
2019-03-15 07 B,1471.8521109665953
2019-03-15 08 B,1883.7052161246206
2019-03-15 09 B,1801.975731497435
2019-03-15 10 B,1588.99588629904
2019-03-15 11 B,1483.9431026017319
2019-03-15 12 B,1294.484825935754
2019-03-15 13 B,1179.5100048687395
2019-03-15 14 B,1104.823315209671
2019-03-15 15 B,987.8753503253221
2019-03-15 16 B,951.119539715374
2019-03-15 17 B,984.278707717835
2019-03-15 18 B,1105.067436675261
2019-03-15 19 B,1386.6807674882907
2019-03-15 20 B,1533.5334472236282
2019-03-15 21 B,1526.3590828797173
2019-03-15 22 B,1486.8202275014487
2019-03-15 23 B,1405.5456703639907
2019-03-15 24 B,1326.894046409279
2019-03-16 01 B,1171.0807872973965
2019-03-16 02 B,967.1539743379484
2019-03-16 03 B,860.9494983705072
2019-03-16 04 B,904.2387730063172
2019-03-16 05 B,1039.6581778583295
2019-03-16 06 B,1044.6065168387668
2019-03-16 07 B,1114.8804993548865
2019-03-16 08 B,1351.5679537135397
2019-03-16 09 B,1506.3957814576322
2019-03-16 10 B,1525.2331856326268
2019-03-16 11 B,1489.8897684543788
2019-03-16 12 B,1333.71767081983
2019-03-16 13 B,1204.0024325698216
2019-03-16 14 B,1128.2612692906691
2019-03-16 15 B,1064.6204186543023
2019-03-16 16 B,1037.0986829138196
2019-03-16 17 B,1054.847087637039
2019-03-16 18 B,1171.0274362384157
2019-03-16 19 B,1400.8421202885052
2019-03-16 20 B,1470.0833156352421
2019-03-16 21 B,1444.4577212707675
2019-03-16 22 B,1378.1438168721488
2019-03-16 23 B,1315.4955963640737
2019-03-16 24 B,1242.1883526715756
2019-03-17 01 B,1096.6937791628554
2019-03-17 02 B,908.7534024959672
2019-03-17 03 B,811.6927412329239
2019-03-17 04 B,860.3758858803956
2019-03-17 05 B,983.1015026093089
2019-03-17 06 B,950.5147429989609
2019-03-17 07 B,1002.9887605794988
2019-03-17 08 B,1195.3552412856823
2019-03-17 09 B,1356.7790675873975
2019-03-17 10 B,1413.6611262095373
2019-03-17 11 B,1401.3645406987994
2019-03-17 12 B,1237.313203361638
2019-03-17 13 B,1131.0729193367856
2019-03-17 14 B,1074.7719898845444
2019-03-17 15 B,1002.1047183668837
2019-03-17 16 B,966.9847523796462
2019-03-17 17 B,1001.825602730642
2019-03-17 18 B,1126.111325591574
2019-03-17 19 B,1386.7370737755011
2019-03-17 20 B,1465.1979753163803
2019-03-17 21 B,1437.1977940562667
2019-03-17 22 B,1374.071410216373
2019-03-17 23 B,1259.8675344513101
2019-03-17 24 B,1164.0678558913457
2019-03-18 01 B,973.8818139246516
2019-03-18 02 B,783.439940866339
2019-03-18 03 B,710.8418372547762
2019-03-18 04 B,789.8646650734439
2019-03-18 05 B,954.3118382305714
2019-03-18 06 B,1025.480474378739
2019-03-18 07 B,1347.903247945659
2019-03-18 08 B,1738.8527070129521
2019-03-18 09 B,1670.9479228063574
2019-03-18 10 B,1505.491568049966
2019-03-18 11 B,1417.174856670391
2019-03-18 12 B,1234.673808126844
2019-03-18 13 B,1135.0369298533185
2019-03-18 14 B,1077.651450737918
2019-03-18 15 B,981.0624192987441
2019-03-18 16 B,938.2586610913373
2019-03-18 17 B,970.5153174717168
2019-03-18 18 B,1076.4039376675707
2019-03-18 19 B,1324.8426130571665
2019-03-18 20 B,1476.7023128578135
2019-03-18 21 B,1490.7068504353942
2019-03-18 22 B,1483.991305889492
2019-03-18 23 B,1358.4741193648151
2019-03-18 24 B,1257.870999610784
2019-03-19 01 B,1049.5086964842653
2019-03-19 02 B,835.5027071143097
2019-03-19 03 B,748.2744140057995
2019-03-19 04 B,805.7834213750007
2019-03-19 05 B,961.4217607703453
2019-03-19 06 B,1011.435123719308
2019-03-19 07 B,1320.206688554944
2019-03-19 08 B,1699.4663927660126
2019-03-19 09 B,1610.645351884866
2019-03-19 10 B,1411.5598779391603
2019-03-19 11 B,1326.2965609343385
2019-03-19 12 B,1178.2882698919473
2019-03-19 13 B,1099.9100562069198
2019-03-19 14 B,1036.095576920019
2019-03-19 15 B,932.0112875874876
2019-03-19 16 B,899.947777386672
2019-03-19 17 B,936.2333355420704
2019-03-19 18 B,1058.0927040671793
2019-03-19 19 B,1302.844320563253
2019-03-19 20 B,1427.1773520699583
2019-03-19 21 B,1433.3216059767794
2019-03-19 22 B,1429.801569363433
2019-03-19 23 B,1312.6038115528368
2019-03-19 24 B,1212.1982049361695
2019-03-20 01 B,999.5202392962939
2019-03-20 02 B,773.5195566941005
2019-03-20 03 B,687.0068777602163
2019-03-20 04 B,741.727766151248
2019-03-20 05 B,892.8928984688766
2019-03-20 06 B,939.3143077923966
2019-03-20 07 B,1226.0569851995087
2019-03-20 08 B,1601.1764961862334
2019-03-20 09 B,1531.6845406746525
2019-03-20 10 B,1356.5133841687204
2019-03-20 11 B,1273.8428525693193
2019-03-20 12 B,1120.3966619001644
2019-03-20 13 B,1038.828290413168
2019-03-20 14 B,969.4053752462181
2019-03-20 15 B,876.9487520750773
2019-03-20 16 B,833.5146806587495
2019-03-20 17 B,867.6875255050462
2019-03-20 18 B,998.3176142126265
2019-03-20 19 B,1257.2910477481796
2019-03-20 20 B,1399.3658197857255
2019-03-20 21 B,1422.970154656775
2019-03-20 22 B,1428.8232646753797
2019-03-20 23 B,1332.1846074476819
2019-03-20 24 B,1224.2790308586486
2019-03-21 01 B,1012.5202987757959
2019-03-21 02 B,792.5165123348638
2019-03-21 03 B,710.3151596303061
2019-03-21 04 B,755.0846703192059
2019-03-21 05 B,913.3731959856358
2019-03-21 06 B,963.1063929023649
2019-03-21 07 B,1232.67609256075
2019-03-21 08 B,1625.044638079694
2019-03-21 09 B,1557.8549088666869
2019-03-21 10 B,1355.534993877372
2019-03-21 11 B,1255.6668673008767
2019-03-21 12 B,1093.8410180251708
2019-03-21 13 B,1009.8499386335772
2019-03-21 14 B,959.4161302604625
2019-03-21 15 B,868.1352598908732
2019-03-21 16 B,835.2047990824453
2019-03-21 17 B,877.2946095984312
2019-03-21 18 B,998.4161705785497
2019-03-21 19 B,1267.9655798452573
2019-03-21 20 B,1381.2307044844217
2019-03-21 21 B,1388.6024803584646
2019-03-21 22 B,1387.9045484147402
2019-03-21 23 B,1287.0558692497414
2019-03-21 24 B,1195.5441015877989
2019-03-22 01 B,1017.64813940711
2019-03-22 02 B,813.0606986553698
2019-03-22 03 B,728.8602794076562
2019-03-22 04 B,768.4247044875851
2019-03-22 05 B,918.0282847128507
2019-03-22 06 B,968.1136896319786
2019-03-22 07 B,1188.5791803319057
2019-03-22 08 B,1531.1490861030993
2019-03-22 09 B,1525.9536791139471
2019-03-22 10 B,1389.6364413214226
2019-03-22 11 B,1319.5962051036126
2019-03-22 12 B,1162.6801154673662
2019-03-22 13 B,1079.2773154274387
2019-03-22 14 B,1024.136789644891
2019-03-22 15 B,933.7886472258488
2019-03-22 16 B,900.3946284670028
2019-03-22 17 B,913.8467869059955
2019-03-22 18 B,1008.3025828439239
2019-03-22 19 B,1229.7713215864278
2019-03-22 20 B,1325.3060603733775
2019-03-22 21 B,1304.6042839098236
2019-03-22 22 B,1269.2390563356041
2019-03-22 23 B,1198.036827224053
2019-03-22 24 B,1130.729228476011
2019-03-23 01 B,994.4395728556927
2019-03-23 02 B,807.0992597368001
2019-03-23 03 B,712.1788593992733
2019-03-23 04 B,745.3074354725927
2019-03-23 05 B,864.4178521869637
2019-03-23 06 B,865.904642696048
2019-03-23 07 B,937.3280252317585
2019-03-23 08 B,1147.9943880184023
2019-03-23 09 B,1299.182206341131
2019-03-23 10 B,1324.502879344082
2019-03-23 11 B,1287.0938101739969
2019-03-23 12 B,1156.1936353614099
2019-03-23 13 B,1048.6730181646365
2019-03-23 14 B,975.8510426374347
2019-03-23 15 B,912.1819398710235
2019-03-23 16 B,880.8945390436938
2019-03-23 17 B,899.1181698890713
2019-03-23 18 B,1001.0599480393525
2019-03-23 19 B,1202.793870559205
2019-03-23 20 B,1247.783752618271
2019-03-23 21 B,1214.661226421146
2019-03-23 22 B,1161.5628687081623
2019-03-23 23 B,1102.0527198797386
2019-03-23 24 B,1047.1436521163682
2019-03-24 01 B,922.8822977240576
2019-03-24 02 B,755.4001410646986
2019-03-24 03 B,669.4524988121136
2019-03-24 04 B,711.3579305228504
2019-03-24 05 B,829.531051968233
2019-03-24 06 B,803.7021669336117
2019-03-24 07 B,862.0140951114847
2019-03-24 08 B,1046.1244421710217
2019-03-24 09 B,1197.5436534078344
2019-03-24 10 B,1253.0982666898567
2019-03-24 11 B,1236.4833214821779
2019-03-24 12 B,1092.4239104301278
2019-03-24 13 B,1001.8880399651199
2019-03-24 14 B,952.2006237015202
2019-03-24 15 B,883.7661109474394
2019-03-24 16 B,859.9679313898828
2019-03-24 17 B,898.2464344530233
2019-03-24 18 B,1016.4553609213565
2019-03-24 19 B,1266.448907768464
2019-03-24 20 B,1352.064220700226
2019-03-24 21 B,1341.7265769698158
2019-03-24 22 B,1278.1675437541426
2019-03-24 23 B,1164.9102475864338
2019-03-24 24 B,1067.4215062300816
2019-03-25 01 B,891.2802580340814
2019-03-25 02 B,719.9593413868888
2019-03-25 03 B,649.6486359324942
2019-03-25 04 B,712.2727344294544
2019-03-25 05 B,875.8625122887157
2019-03-25 06 B,945.0470218172519
2019-03-25 07 B,1271.760122454553
2019-03-25 08 B,1650.3587387278922
2019-03-25 09 B,1581.5470680099024
2019-03-25 10 B,1398.93621679863
2019-03-25 11 B,1310.5042995501226
2019-03-25 12 B,1164.2499837898479
2019-03-25 13 B,1082.9041607023253
2019-03-25 14 B,1033.601327759358
2019-03-25 15 B,935.0169990483316
2019-03-25 16 B,898.2145727631354
2019-03-25 17 B,931.9763243393802
2019-03-25 18 B,1048.4477384444524
2019-03-25 19 B,1325.8193947121754
2019-03-25 20 B,1494.3766536728115
2019-03-25 21 B,1508.715094395661
2019-03-25 22 B,1494.9244693798892
2019-03-25 23 B,1363.854620283261
2019-03-25 24 B,1257.514394032838
2019-03-26 01 B,1038.4055833164573
2019-03-26 02 B,819.9949114407301
2019-03-26 03 B,734.6086516493672
2019-03-26 04 B,792.6254341403522
2019-03-26 05 B,949.9678833301888
2019-03-26 06 B,1020.2506701021371
2019-03-26 07 B,1316.6610978226527
2019-03-26 08 B,1702.4561572658577
2019-03-26 09 B,1647.32059073792
2019-03-26 10 B,1465.044900793352
2019-03-26 11 B,1376.4031147520518
2019-03-26 12 B,1216.1929728439693
2019-03-26 13 B,1129.3826325746468
2019-03-26 14 B,1078.3562951523281
2019-03-26 15 B,982.6292996831204
2019-03-26 16 B,950.0474798316973
2019-03-26 17 B,990.7940307632445
2019-03-26 18 B,1099.5769801694335
2019-03-26 19 B,1340.3065402685477
2019-03-26 20 B,1471.407623398844
2019-03-26 21 B,1475.634473005617
2019-03-26 22 B,1460.0129663110185
2019-03-26 23 B,1339.5017816415748
2019-03-26 24 B,1243.4365721295435
2019-03-27 01 B,1035.184937563317
2019-03-27 02 B,822.4560922606003
2019-03-27 03 B,735.7241860606282
2019-03-27 04 B,778.413675630748
2019-03-27 05 B,932.9029757730447
2019-03-27 06 B,991.4354539461448
2019-03-27 07 B,1268.9968501268827
2019-03-27 08 B,1637.938116006501
2019-03-27 09 B,1590.488309363675
2019-03-27 10 B,1428.601630200163
2019-03-27 11 B,1356.8313966587302
2019-03-27 12 B,1204.443010125904
2019-03-27 13 B,1118.140182671586
2019-03-27 14 B,1058.866034278559
2019-03-27 15 B,964.7459466356804
2019-03-27 16 B,936.017478761416
2019-03-27 17 B,969.4005130884452
2019-03-27 18 B,1075.262634574535
2019-03-27 19 B,1303.4652400425978
2019-03-27 20 B,1414.5142372755947
2019-03-27 21 B,1412.380954898492
2019-03-27 22 B,1396.0008295584082
2019-03-27 23 B,1286.8620208336465
2019-03-27 24 B,1190.5113298424922
2019-03-28 01 B,999.7812594683639
2019-03-28 02 B,792.8587852285675
2019-03-28 03 B,708.6083242075375
2019-03-28 04 B,754.7967425250062
2019-03-28 05 B,904.2962843903346
2019-03-28 06 B,967.1526902924702
2019-03-28 07 B,1253.8398908959266
2019-03-28 08 B,1631.9678560696518
2019-03-28 09 B,1565.6755078994283
2019-03-28 10 B,1386.557063315759
2019-03-28 11 B,1303.835036368891
2019-03-28 12 B,1150.7557164898947
2019-03-28 13 B,1057.382626095433
2019-03-28 14 B,1001.3067275695039
2019-03-28 15 B,913.2540529034206
2019-03-28 16 B,883.4807280839073
2019-03-28 17 B,916.6567875635908
2019-03-28 18 B,1020.7463083814254
2019-03-28 19 B,1245.7533239563288
2019-03-28 20 B,1361.1709579339947
2019-03-28 21 B,1365.0429621262679
2019-03-28 22 B,1348.3904843934981
2019-03-28 23 B,1250.1659024179858
2019-03-28 24 B,1152.087799606953
2019-03-29 01 B,973.0756146770609
2019-03-29 02 B,773.9064110569759
2019-03-29 03 B,692.4916751561112
2019-03-29 04 B,742.8045584510135
2019-03-29 05 B,892.5946348167213
2019-03-29 06 B,952.5499214549427
2019-03-29 07 B,1221.788998627293
2019-03-29 08 B,1588.962246593458
2019-03-29 09 B,1528.7291219997019
2019-03-29 10 B,1371.9298125315524
2019-03-29 11 B,1294.9850591010484
2019-03-29 12 B,1141.8613606401645
2019-03-29 13 B,1045.6274468892132
2019-03-29 14 B,979.6362642752972
2019-03-29 15 B,885.0038218757187
2019-03-29 16 B,846.7782833956559
2019-03-29 17 B,870.4971295552494
2019-03-29 18 B,963.4683673924203
2019-03-29 19 B,1172.3959442633159
2019-03-29 20 B,1283.6862663674904
2019-03-29 21 B,1279.1201071773503
2019-03-29 22 B,1257.1922258516042
2019-03-29 23 B,1184.2219346751908
2019-03-29 24 B,1114.3838948187422
2019-03-30 01 B,974.1667021025684
2019-03-30 02 B,782.4047973473524
2019-03-30 03 B,687.0007321859947
2019-03-30 04 B,717.593282299969
2019-03-30 05 B,838.9866111331463
2019-03-30 06 B,838.4561934867407
2019-03-30 07 B,911.4529723776054
2019-03-30 08 B,1129.1660554379741
2019-03-30 09 B,1271.4797339038946
2019-03-30 10 B,1288.3051394114077
2019-03-30 11 B,1257.9705035031263
2019-03-30 12 B,1141.6045159073271
2019-03-30 13 B,1046.6898349995085
2019-03-30 14 B,982.7585792275501
2019-03-30 15 B,920.5761933610023
2019-03-30 16 B,889.6545358116779
2019-03-30 17 B,899.9962017888593
2019-03-30 18 B,982.2769766638463
2019-03-30 19 B,1154.8234552398505
2019-03-30 20 B,1196.9632233106115
2019-03-30 21 B,1180.132904836792
2019-03-30 22 B,1107.1142627681675
2019-03-30 23 B,1038.3227538572255
2019-03-30 24 B,979.5522257919888
2019-03-31 01 B,852.5296565085654
2019-03-31 02 B,686.1399035984796
2019-03-31 03 B,601.2247506609162
2019-03-31 04 B,630.822176142954
2019-03-31 05 B,737.1467674087212
2019-03-31 06 B,710.6461252280258
2019-03-31 07 B,761.2005650278796
2019-03-31 08 B,929.6956108634804
2019-03-31 09 B,1084.8592211038904
2019-03-31 10 B,1156.223371827497
2019-03-31 11 B,1147.7427217578029
2019-03-31 12 B,1024.1320264072685
2019-03-31 13 B,943.6920524213443
2019-03-31 14 B,899.2046990760339
2019-03-31 15 B,836.8919836120696
2019-03-31 16 B,803.3832734223397
2019-03-31 17 B,824.3049585190295
2019-03-31 18 B,937.9941418198789
2019-03-31 19 B,1151.7880570418401
2019-03-31 20 B,1208.4017804263992
2019-03-31 21 B,1195.9466987915785
2019-03-31 22 B,1135.60344616463
2019-03-31 23 B,1032.2673301600876
2019-03-31 24 B,947.9880995032272
2019-01-01 01 C,221.5334492155163
2019-01-01 02 C,205.07034719297775
2019-01-01 03 C,196.39599763443218
2019-01-01 04 C,197.8649536547377
2019-01-01 05 C,208.14360363171647
2019-01-01 06 C,217.9248242327621
2019-01-01 07 C,244.77216928574862
2019-01-01 08 C,270.19781961240676
2019-01-01 09 C,268.0632342548967
2019-01-01 10 C,251.7884809844722
2019-01-01 11 C,242.02895549982426
2019-01-01 12 C,229.45120635958273
2019-01-01 13 C,225.63809522826855
2019-01-01 14 C,221.18610033012973
2019-01-01 15 C,216.5755363212823
2019-01-01 16 C,214.36129143374262
2019-01-01 17 C,218.87109236109697
2019-01-01 18 C,238.0489520467214
2019-01-01 19 C,262.66843766828106
2019-01-01 20 C,270.3609463936039
2019-01-01 21 C,271.421689379089
2019-01-01 22 C,270.8381801739032
2019-01-01 23 C,260.8771167857791
2019-01-01 24 C,247.54425145380822
2019-01-02 01 C,228.7371199989796
2019-01-02 02 C,207.57648688452883
2019-01-02 03 C,196.74070516248764
2019-01-02 04 C,194.80483366929514
2019-01-02 05 C,201.36145621820634
2019-01-02 06 C,210.88856016980688
2019-01-02 07 C,232.9959595528117
2019-01-02 08 C,254.1296290236274
2019-01-02 09 C,251.41228885896106
2019-01-02 10 C,240.4967584191051
2019-01-02 11 C,229.185415886027
2019-01-02 12 C,220.41393558796
2019-01-02 13 C,215.05511075337517
2019-01-02 14 C,211.43014934737562
2019-01-02 15 C,207.64389249616997
2019-01-02 16 C,206.38855982209148
2019-01-02 17 C,212.500832368277
2019-01-02 18 C,230.2277710030067
2019-01-02 19 C,251.22720172839118
2019-01-02 20 C,258.990914613585
2019-01-02 21 C,259.92341957606084
2019-01-02 22 C,260.2297738646664
2019-01-02 23 C,252.5706863445884
2019-01-02 24 C,240.3057138292431
2019-01-03 01 C,223.74854668089074
2019-01-03 02 C,203.2420048319506
2019-01-03 03 C,193.43051763440886
2019-01-03 04 C,193.58148599320788
2019-01-03 05 C,199.890172709218
2019-01-03 06 C,209.86158515213825
2019-01-03 07 C,235.86886670395654
2019-01-03 08 C,258.781698805099
2019-01-03 09 C,252.09388827803798
2019-01-03 10 C,237.04059039485617
2019-01-03 11 C,227.86267503047122
2019-01-03 12 C,218.05942861577105
2019-01-03 13 C,212.95737540668935
2019-01-03 14 C,209.41420569467425
2019-01-03 15 C,203.46546010787375
2019-01-03 16 C,200.9992641712596
2019-01-03 17 C,206.82009920489233
2019-01-03 18 C,224.6477300196503
2019-01-03 19 C,247.4118029540363
2019-01-03 20 C,256.9038019845056
2019-01-03 21 C,259.2483932200539
2019-01-03 22 C,258.938818922609
2019-01-03 23 C,252.08125937256324
2019-01-03 24 C,239.98182443210425
2019-01-04 01 C,223.751138989177
2019-01-04 02 C,203.0628083550755
2019-01-04 03 C,193.20950617125536
2019-01-04 04 C,193.61161492638448
2019-01-04 05 C,200.25388960184483
2019-01-04 06 C,210.69820049761887
2019-01-04 07 C,235.55883575756948
2019-01-04 08 C,259.33694854969394
2019-01-04 09 C,253.0686430185147
2019-01-04 10 C,237.7193562153191
2019-01-04 11 C,228.0864506499665
2019-01-04 12 C,216.90643608043257
2019-01-04 13 C,211.81895681838466
2019-01-04 14 C,208.9246739279108
2019-01-04 15 C,203.1411809517464
2019-01-04 16 C,200.05276002796376
2019-01-04 17 C,208.54126903464132
2019-01-04 18 C,224.31240840650713
2019-01-04 19 C,244.86099091640344
2019-01-04 20 C,251.71865212368917
2019-01-04 21 C,251.9615903269315
2019-01-04 22 C,249.78390516133027
2019-01-04 23 C,245.55227929238242
2019-01-04 24 C,234.7889409639458
2019-01-05 01 C,221.30197319760018
2019-01-05 02 C,202.93140921950425
2019-01-05 03 C,192.84424334223672
2019-01-05 04 C,192.57791387081892
2019-01-05 05 C,198.1963239839342
2019-01-05 06 C,202.46232015054233
2019-01-05 07 C,214.75100789199666
2019-01-05 08 C,231.03217646380466
2019-01-05 09 C,243.51383131084364
2019-01-05 10 C,239.9143308454925
2019-01-05 11 C,232.89426611571722
2019-01-05 12 C,224.5228565491066
2019-01-05 13 C,217.43432447311548
2019-01-05 14 C,211.69296845183172
2019-01-05 15 C,207.49126435946536
2019-01-05 16 C,205.6167687994963
2019-01-05 17 C,209.41545639895008
2019-01-05 18 C,222.99251455406673
2019-01-05 19 C,238.32028499354826
2019-01-05 20 C,236.43702618026305
2019-01-05 21 C,234.54213694468768
2019-01-05 22 C,233.78928934970446
2019-01-05 23 C,230.58886230629145
2019-01-05 24 C,223.19023049648308
2019-01-06 01 C,213.27698195784254
2019-01-06 02 C,196.52494887235065
2019-01-06 03 C,188.11762753843632
2019-01-06 04 C,187.54894134273462
2019-01-06 05 C,192.85129315588216
2019-01-06 06 C,197.1555685935929
2019-01-06 07 C,203.0643993846599
2019-01-06 08 C,218.08457781784443
2019-01-06 09 C,236.70441631236048
2019-01-06 10 C,237.16693742330486
2019-01-06 11 C,230.08537709078516
2019-01-06 12 C,219.3180444349774
2019-01-06 13 C,212.37952677195165
2019-01-06 14 C,208.81308749373233
2019-01-06 15 C,204.2982057416329
2019-01-06 16 C,203.03641640258041
2019-01-06 17 C,207.88112459517913
2019-01-06 18 C,223.89480317088905
2019-01-06 19 C,240.43878517679772
2019-01-06 20 C,241.34974583980033
2019-01-06 21 C,239.32075584387277
2019-01-06 22 C,237.46678044543523
2019-01-06 23 C,229.81203479596368
2019-01-06 24 C,221.70656219103324
2019-01-07 01 C,207.6268755168311
2019-01-07 02 C,191.6655313722623
2019-01-07 03 C,185.71608136922782
2019-01-07 04 C,188.35075492120131
2019-01-07 05 C,195.91927246986103
2019-01-07 06 C,208.8270940777453
2019-01-07 07 C,236.95110374999956
2019-01-07 08 C,261.747456454739
2019-01-07 09 C,255.95040688424857
2019-01-07 10 C,237.4850298117878
2019-01-07 11 C,227.47636673287897
2019-01-07 12 C,215.0951349337525
2019-01-07 13 C,208.7984501042724
2019-01-07 14 C,203.6616451012488
2019-01-07 15 C,197.1102590425621
2019-01-07 16 C,194.28237865256267
2019-01-07 17 C,203.32320055542561
2019-01-07 18 C,222.53996054986112
2019-01-07 19 C,245.5694065071862
2019-01-07 20 C,252.2711722586229
2019-01-07 21 C,252.633882364706
2019-01-07 22 C,252.86020028186653
2019-01-07 23 C,244.33955939747935
2019-01-07 24 C,230.56412204816408
2019-01-08 01 C,213.66257738859588
2019-01-08 02 C,195.56491014147025
2019-01-08 03 C,186.68396129313956
2019-01-08 04 C,186.28834428432504
2019-01-08 05 C,192.4109979388242
2019-01-08 06 C,201.76248322432951
2019-01-08 07 C,226.11308419205122
2019-01-08 08 C,248.52146212553643
2019-01-08 09 C,245.24431785648662
2019-01-08 10 C,228.78579140719268
2019-01-08 11 C,216.5819609736099
2019-01-08 12 C,202.49209176505568
2019-01-08 13 C,198.97924385788323
2019-01-08 14 C,192.80611087016513
2019-01-08 15 C,186.02049179535055
2019-01-08 16 C,185.28928245309046
2019-01-08 17 C,190.83570447640312
2019-01-08 18 C,207.4738474320013
2019-01-08 19 C,230.7246153865777
2019-01-08 20 C,238.65212592541627
2019-01-08 21 C,239.75878180198902
2019-01-08 22 C,239.3878012590673
2019-01-08 23 C,230.9842030864147
2019-01-08 24 C,219.4842212037207
2019-01-09 01 C,203.4871688696606
2019-01-09 02 C,186.28505563901592
2019-01-09 03 C,178.06710539857113
2019-01-09 04 C,177.13009463075434
2019-01-09 05 C,183.7902452859058
2019-01-09 06 C,193.3058338534944
2019-01-09 07 C,216.67372016393767
2019-01-09 08 C,238.76587624382768
2019-01-09 09 C,232.10436694264143
2019-01-09 10 C,217.08286506193326
